"Notes"	"Gender"	"Gender Code"	"County"	"County Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"Female"	"F"	"Fisher County, TX"	"48151"	"2011"	"2011"	1979
	"Female"	"F"	"Fisher County, TX"	"48151"	"2015"	"2015"	1940
"Total"	"Female"	"F"	"Fisher County, TX"	"48151"			3919
	"Female"	"F"	"Floyd County, TX"	"48153"	"2011"	"2011"	3228
	"Female"	"F"	"Floyd County, TX"	"48153"	"2015"	"2015"	2940
"Total"	"Female"	"F"	"Floyd County, TX"	"48153"			6168
	"Female"	"F"	"Foard County, TX"	"48155"	"2011"	"2011"	705
	"Female"	"F"	"Foard County, TX"	"48155"	"2015"	"2015"	639
"Total"	"Female"	"F"	"Foard County, TX"	"48155"			1344
	"Female"	"F"	"Fort Bend County, TX"	"48157"	"2011"	"2011"	308212
	"Female"	"F"	"Fort Bend County, TX"	"48157"	"2015"	"2015"	363686
"Total"	"Female"	"F"	"Fort Bend County, TX"	"48157"			671898
	"Female"	"F"	"Franklin County, TX"	"48159"	"2011"	"2011"	5397
	"Female"	"F"	"Franklin County, TX"	"48159"	"2015"	"2015"	5350
"Total"	"Female"	"F"	"Franklin County, TX"	"48159"			10747
	"Female"	"F"	"Freestone County, TX"	"48161"	"2011"	"2011"	9335
	"Female"	"F"	"Freestone County, TX"	"48161"	"2015"	"2015"	9479
"Total"	"Female"	"F"	"Freestone County, TX"	"48161"			18814
	"Female"	"F"	"Frio County, TX"	"48163"	"2011"	"2011"	7252
	"Female"	"F"	"Frio County, TX"	"48163"	"2015"	"2015"	7924
"Total"	"Female"	"F"	"Frio County, TX"	"48163"			15176
	"Female"	"F"	"Gaines County, TX"	"48165"	"2011"	"2011"	8881
	"Female"	"F"	"Gaines County, TX"	"48165"	"2015"	"2015"	10006
"Total"	"Female"	"F"	"Gaines County, TX"	"48165"			18887
	"Female"	"F"	"Galveston County, TX"	"48167"	"2011"	"2011"	149417
	"Female"	"F"	"Galveston County, TX"	"48167"	"2015"	"2015"	162720
"Total"	"Female"	"F"	"Galveston County, TX"	"48167"			312137
	"Female"	"F"	"Garza County, TX"	"48169"	"2011"	"2011"	2396
	"Female"	"F"	"Garza County, TX"	"48169"	"2015"	"2015"	2230
"Total"	"Female"	"F"	"Garza County, TX"	"48169"			4626
	"Female"	"F"	"Gillespie County, TX"	"48171"	"2011"	"2011"	12933
	"Female"	"F"	"Gillespie County, TX"	"48171"	"2015"	"2015"	13354
"Total"	"Female"	"F"	"Gillespie County, TX"	"48171"			26287
	"Female"	"F"	"Glasscock County, TX"	"48173"	"2011"	"2011"	577
	"Female"	"F"	"Glasscock County, TX"	"48173"	"2015"	"2015"	617
"Total"	"Female"	"F"	"Glasscock County, TX"	"48173"			1194
	"Female"	"F"	"Goliad County, TX"	"48175"	"2011"	"2011"	3631
	"Female"	"F"	"Goliad County, TX"	"48175"	"2015"	"2015"	3772
"Total"	"Female"	"F"	"Goliad County, TX"	"48175"			7403
	"Female"	"F"	"Gonzales County, TX"	"48177"	"2011"	"2011"	9806
	"Female"	"F"	"Gonzales County, TX"	"48177"	"2015"	"2015"	10084
"Total"	"Female"	"F"	"Gonzales County, TX"	"48177"			19890
	"Female"	"F"	"Gray County, TX"	"48179"	"2011"	"2011"	10860
	"Female"	"F"	"Gray County, TX"	"48179"	"2015"	"2015"	10872
"Total"	"Female"	"F"	"Gray County, TX"	"48179"			21732
	"Female"	"F"	"Grayson County, TX"	"48181"	"2011"	"2011"	62364
	"Female"	"F"	"Grayson County, TX"	"48181"	"2015"	"2015"	64164
"Total"	"Female"	"F"	"Grayson County, TX"	"48181"			126528
	"Female"	"F"	"Gregg County, TX"	"48183"	"2011"	"2011"	62720
	"Female"	"F"	"Gregg County, TX"	"48183"	"2015"	"2015"	63239
"Total"	"Female"	"F"	"Gregg County, TX"	"48183"			125959
	"Female"	"F"	"Grimes County, TX"	"48185"	"2011"	"2011"	12175
	"Female"	"F"	"Grimes County, TX"	"48185"	"2015"	"2015"	12398
"Total"	"Female"	"F"	"Grimes County, TX"	"48185"			24573
	"Female"	"F"	"Guadalupe County, TX"	"48187"	"2011"	"2011"	68954
	"Female"	"F"	"Guadalupe County, TX"	"48187"	"2015"	"2015"	76238
"Total"	"Female"	"F"	"Guadalupe County, TX"	"48187"			145192
	"Female"	"F"	"Hale County, TX"	"48189"	"2011"	"2011"	17549
	"Female"	"F"	"Hale County, TX"	"48189"	"2015"	"2015"	16340
"Total"	"Female"	"F"	"Hale County, TX"	"48189"			33889
	"Female"	"F"	"Hall County, TX"	"48191"	"2011"	"2011"	1677
	"Female"	"F"	"Hall County, TX"	"48191"	"2015"	"2015"	1591
"Total"	"Female"	"F"	"Hall County, TX"	"48191"			3268
	"Female"	"F"	"Hamilton County, TX"	"48193"	"2011"	"2011"	4275
	"Female"	"F"	"Hamilton County, TX"	"48193"	"2015"	"2015"	4046
"Total"	"Female"	"F"	"Hamilton County, TX"	"48193"			8321
	"Female"	"F"	"Hansford County, TX"	"48195"	"2011"	"2011"	2781
	"Female"	"F"	"Hansford County, TX"	"48195"	"2015"	"2015"	2773
"Total"	"Female"	"F"	"Hansford County, TX"	"48195"			5554
	"Female"	"F"	"Hardeman County, TX"	"48197"	"2011"	"2011"	2083
	"Female"	"F"	"Hardeman County, TX"	"48197"	"2015"	"2015"	1974
"Total"	"Female"	"F"	"Hardeman County, TX"	"48197"			4057
	"Female"	"F"	"Hardin County, TX"	"48199"	"2011"	"2011"	27850
	"Female"	"F"	"Hardin County, TX"	"48199"	"2015"	"2015"	28154
"Total"	"Female"	"F"	"Hardin County, TX"	"48199"			56004
	"Female"	"F"	"Harris County, TX"	"48201"	"2011"	"2011"	2101386
	"Female"	"F"	"Harris County, TX"	"48201"	"2015"	"2015"	2289914
"Total"	"Female"	"F"	"Harris County, TX"	"48201"			4391300
	"Female"	"F"	"Harrison County, TX"	"48203"	"2011"	"2011"	33755
	"Female"	"F"	"Harrison County, TX"	"48203"	"2015"	"2015"	34133
"Total"	"Female"	"F"	"Harrison County, TX"	"48203"			67888
	"Female"	"F"	"Hartley County, TX"	"48205"	"2011"	"2011"	2330
	"Female"	"F"	"Hartley County, TX"	"48205"	"2015"	"2015"	2337
"Total"	"Female"	"F"	"Hartley County, TX"	"48205"			4667
	"Female"	"F"	"Haskell County, TX"	"48207"	"2011"	"2011"	2808
	"Female"	"F"	"Haskell County, TX"	"48207"	"2015"	"2015"	2714
"Total"	"Female"	"F"	"Haskell County, TX"	"48207"			5522
	"Female"	"F"	"Hays County, TX"	"48209"	"2011"	"2011"	82042
	"Female"	"F"	"Hays County, TX"	"48209"	"2015"	"2015"	97756
"Total"	"Female"	"F"	"Hays County, TX"	"48209"			179798
	"Female"	"F"	"Hemphill County, TX"	"48211"	"2011"	"2011"	1948
	"Female"	"F"	"Hemphill County, TX"	"48211"	"2015"	"2015"	2112
"Total"	"Female"	"F"	"Hemphill County, TX"	"48211"			4060
	"Female"	"F"	"Henderson County, TX"	"48213"	"2011"	"2011"	40249
	"Female"	"F"	"Henderson County, TX"	"48213"	"2015"	"2015"	40710
"Total"	"Female"	"F"	"Henderson County, TX"	"48213"			80959
	"Female"	"F"	"Hidalgo County, TX"	"48215"	"2011"	"2011"	408288
	"Female"	"F"	"Hidalgo County, TX"	"48215"	"2015"	"2015"	429651
"Total"	"Female"	"F"	"Hidalgo County, TX"	"48215"			837939
	"Female"	"F"	"Hill County, TX"	"48217"	"2011"	"2011"	17968
	"Female"	"F"	"Hill County, TX"	"48217"	"2015"	"2015"	17599
"Total"	"Female"	"F"	"Hill County, TX"	"48217"			35567
	"Female"	"F"	"Hockley County, TX"	"48219"	"2011"	"2011"	11604
	"Female"	"F"	"Hockley County, TX"	"48219"	"2015"	"2015"	11720
"Total"	"Female"	"F"	"Hockley County, TX"	"48219"			23324
	"Female"	"F"	"Hood County, TX"	"48221"	"2011"	"2011"	26133
	"Female"	"F"	"Hood County, TX"	"48221"	"2015"	"2015"	28126
"Total"	"Female"	"F"	"Hood County, TX"	"48221"			54259
	"Female"	"F"	"Hopkins County, TX"	"48223"	"2011"	"2011"	17776
	"Female"	"F"	"Hopkins County, TX"	"48223"	"2015"	"2015"	18229
"Total"	"Female"	"F"	"Hopkins County, TX"	"48223"			36005
	"Female"	"F"	"Houston County, TX"	"48225"	"2011"	"2011"	10883
	"Female"	"F"	"Houston County, TX"	"48225"	"2015"	"2015"	10616
"Total"	"Female"	"F"	"Houston County, TX"	"48225"			21499
	"Female"	"F"	"Howard County, TX"	"48227"	"2011"	"2011"	15206
	"Female"	"F"	"Howard County, TX"	"48227"	"2015"	"2015"	15932
"Total"	"Female"	"F"	"Howard County, TX"	"48227"			31138
	"Female"	"F"	"Hudspeth County, TX"	"48229"	"2011"	"2011"	1690
	"Female"	"F"	"Hudspeth County, TX"	"48229"	"2015"	"2015"	1711
"Total"	"Female"	"F"	"Hudspeth County, TX"	"48229"			3401
	"Female"	"F"	"Hunt County, TX"	"48231"	"2011"	"2011"	43649
	"Female"	"F"	"Hunt County, TX"	"48231"	"2015"	"2015"	45409
"Total"	"Female"	"F"	"Hunt County, TX"	"48231"			89058
	"Female"	"F"	"Hutchinson County, TX"	"48233"	"2011"	"2011"	11007
	"Female"	"F"	"Hutchinson County, TX"	"48233"	"2015"	"2015"	10877
"Total"	"Female"	"F"	"Hutchinson County, TX"	"48233"			21884
	"Female"	"F"	"Irion County, TX"	"48235"	"2011"	"2011"	804
	"Female"	"F"	"Irion County, TX"	"48235"	"2015"	"2015"	747
"Total"	"Female"	"F"	"Irion County, TX"	"48235"			1551
	"Female"	"F"	"Jack County, TX"	"48237"	"2011"	"2011"	4032
	"Female"	"F"	"Jack County, TX"	"48237"	"2015"	"2015"	3883
"Total"	"Female"	"F"	"Jack County, TX"	"48237"			7915
	"Female"	"F"	"Jackson County, TX"	"48239"	"2011"	"2011"	7125
	"Female"	"F"	"Jackson County, TX"	"48239"	"2015"	"2015"	7470
"Total"	"Female"	"F"	"Jackson County, TX"	"48239"			14595
	"Female"	"F"	"Jasper County, TX"	"48241"	"2011"	"2011"	18361
	"Female"	"F"	"Jasper County, TX"	"48241"	"2015"	"2015"	17819
"Total"	"Female"	"F"	"Jasper County, TX"	"48241"			36180
	"Female"	"F"	"Jeff Davis County, TX"	"48243"	"2011"	"2011"	1124
	"Female"	"F"	"Jeff Davis County, TX"	"48243"	"2015"	"2015"	1071
"Total"	"Female"	"F"	"Jeff Davis County, TX"	"48243"			2195
	"Female"	"F"	"Jefferson County, TX"	"48245"	"2011"	"2011"	123956
	"Female"	"F"	"Jefferson County, TX"	"48245"	"2015"	"2015"	124451
"Total"	"Female"	"F"	"Jefferson County, TX"	"48245"			248407
	"Female"	"F"	"Jim Hogg County, TX"	"48247"	"2011"	"2011"	2660
	"Female"	"F"	"Jim Hogg County, TX"	"48247"	"2015"	"2015"	2619
"Total"	"Female"	"F"	"Jim Hogg County, TX"	"48247"			5279
	"Female"	"F"	"Jim Wells County, TX"	"48249"	"2011"	"2011"	20850
	"Female"	"F"	"Jim Wells County, TX"	"48249"	"2015"	"2015"	21109
"Total"	"Female"	"F"	"Jim Wells County, TX"	"48249"			41959
	"Female"	"F"	"Johnson County, TX"	"48251"	"2011"	"2011"	76006
	"Female"	"F"	"Johnson County, TX"	"48251"	"2015"	"2015"	79905
"Total"	"Female"	"F"	"Johnson County, TX"	"48251"			155911
	"Female"	"F"	"Jones County, TX"	"48253"	"2011"	"2011"	7718
	"Female"	"F"	"Jones County, TX"	"48253"	"2015"	"2015"	7389
"Total"	"Female"	"F"	"Jones County, TX"	"48253"			15107
	"Female"	"F"	"Karnes County, TX"	"48255"	"2011"	"2011"	6011
	"Female"	"F"	"Karnes County, TX"	"48255"	"2015"	"2015"	6304
"Total"	"Female"	"F"	"Karnes County, TX"	"48255"			12315
	"Female"	"F"	"Kaufman County, TX"	"48257"	"2011"	"2011"	53443
	"Female"	"F"	"Kaufman County, TX"	"48257"	"2015"	"2015"	58006
"Total"	"Female"	"F"	"Kaufman County, TX"	"48257"			111449
	"Female"	"F"	"Kendall County, TX"	"48259"	"2011"	"2011"	17653
	"Female"	"F"	"Kendall County, TX"	"48259"	"2015"	"2015"	20443
"Total"	"Female"	"F"	"Kendall County, TX"	"48259"			38096
	"Female"	"F"	"Kenedy County, TX"	"48261"	"2011"	"2011"	215
	"Female"	"F"	"Kenedy County, TX"	"48261"	"2015"	"2015"	213
"Total"	"Female"	"F"	"Kenedy County, TX"	"48261"			428
	"Female"	"F"	"Kent County, TX"	"48263"	"2011"	"2011"	414
	"Female"	"F"	"Kent County, TX"	"48263"	"2015"	"2015"	393
"Total"	"Female"	"F"	"Kent County, TX"	"48263"			807
	"Female"	"F"	"Kerr County, TX"	"48265"	"2011"	"2011"	25564
	"Female"	"F"	"Kerr County, TX"	"48265"	"2015"	"2015"	26281
"Total"	"Female"	"F"	"Kerr County, TX"	"48265"			51845
	"Female"	"F"	"Kimble County, TX"	"48267"	"2011"	"2011"	2328
	"Female"	"F"	"Kimble County, TX"	"48267"	"2015"	"2015"	2214
"Total"	"Female"	"F"	"Kimble County, TX"	"48267"			4542
	"Female"	"F"	"King County, TX"	"48269"	"2011"	"2011"	135
	"Female"	"F"	"King County, TX"	"48269"	"2015"	"2015"	143
"Total"	"Female"	"F"	"King County, TX"	"48269"			278
	"Female"	"F"	"Kinney County, TX"	"48271"	"2011"	"2011"	1631
	"Female"	"F"	"Kinney County, TX"	"48271"	"2015"	"2015"	1602
"Total"	"Female"	"F"	"Kinney County, TX"	"48271"			3233
	"Female"	"F"	"Kleberg County, TX"	"48273"	"2011"	"2011"	15724
	"Female"	"F"	"Kleberg County, TX"	"48273"	"2015"	"2015"	15326
"Total"	"Female"	"F"	"Kleberg County, TX"	"48273"			31050
	"Female"	"F"	"Knox County, TX"	"48275"	"2011"	"2011"	1875
	"Female"	"F"	"Knox County, TX"	"48275"	"2015"	"2015"	1910
"Total"	"Female"	"F"	"Knox County, TX"	"48275"			3785
	"Female"	"F"	"Lamar County, TX"	"48277"	"2011"	"2011"	25809
	"Female"	"F"	"Lamar County, TX"	"48277"	"2015"	"2015"	25585
"Total"	"Female"	"F"	"Lamar County, TX"	"48277"			51394
	"Female"	"F"	"Lamb County, TX"	"48279"	"2011"	"2011"	7052
	"Female"	"F"	"Lamb County, TX"	"48279"	"2015"	"2015"	6693
"Total"	"Female"	"F"	"Lamb County, TX"	"48279"			13745
	"Female"	"F"	"Lampasas County, TX"	"48281"	"2011"	"2011"	10085
	"Female"	"F"	"Lampasas County, TX"	"48281"	"2015"	"2015"	10367
"Total"	"Female"	"F"	"Lampasas County, TX"	"48281"			20452
	"Female"	"F"	"La Salle County, TX"	"48283"	"2011"	"2011"	2829
	"Female"	"F"	"La Salle County, TX"	"48283"	"2015"	"2015"	3123
"Total"	"Female"	"F"	"La Salle County, TX"	"48283"			5952
	"Female"	"F"	"Lavaca County, TX"	"48285"	"2011"	"2011"	9871
	"Female"	"F"	"Lavaca County, TX"	"48285"	"2015"	"2015"	10198
"Total"	"Female"	"F"	"Lavaca County, TX"	"48285"			20069
	"Female"	"F"	"Lee County, TX"	"48287"	"2011"	"2011"	8201
	"Female"	"F"	"Lee County, TX"	"48287"	"2015"	"2015"	8435
"Total"	"Female"	"F"	"Lee County, TX"	"48287"			16636
	"Female"	"F"	"Leon County, TX"	"48289"	"2011"	"2011"	8451
	"Female"	"F"	"Leon County, TX"	"48289"	"2015"	"2015"	8530
"Total"	"Female"	"F"	"Leon County, TX"	"48289"			16981
	"Female"	"F"	"Liberty County, TX"	"48291"	"2011"	"2011"	38658
	"Female"	"F"	"Liberty County, TX"	"48291"	"2015"	"2015"	40289
"Total"	"Female"	"F"	"Liberty County, TX"	"48291"			78947
	"Female"	"F"	"Limestone County, TX"	"48293"	"2011"	"2011"	11365
	"Female"	"F"	"Limestone County, TX"	"48293"	"2015"	"2015"	11395
"Total"	"Female"	"F"	"Limestone County, TX"	"48293"			22760
	"Female"	"F"	"Lipscomb County, TX"	"48295"	"2011"	"2011"	1647
	"Female"	"F"	"Lipscomb County, TX"	"48295"	"2015"	"2015"	1713
"Total"	"Female"	"F"	"Lipscomb County, TX"	"48295"			3360
	"Female"	"F"	"Live Oak County, TX"	"48297"	"2011"	"2011"	5295
	"Female"	"F"	"Live Oak County, TX"	"48297"	"2015"	"2015"	5591
"Total"	"Female"	"F"	"Live Oak County, TX"	"48297"			10886
	"Female"	"F"	"Llano County, TX"	"48299"	"2011"	"2011"	9829
	"Female"	"F"	"Llano County, TX"	"48299"	"2015"	"2015"	10331
"Total"	"Female"	"F"	"Llano County, TX"	"48299"			20160
	"Female"	"F"	"Loving County, TX"	"48301"	"2011"	"2011"	42
	"Female"	"F"	"Loving County, TX"	"48301"	"2015"	"2015"	50
"Total"	"Female"	"F"	"Loving County, TX"	"48301"			92
	"Female"	"F"	"Lubbock County, TX"	"48303"	"2011"	"2011"	143327
	"Female"	"F"	"Lubbock County, TX"	"48303"	"2015"	"2015"	151007
"Total"	"Female"	"F"	"Lubbock County, TX"	"48303"			294334
	"Female"	"F"	"Lynn County, TX"	"48305"	"2011"	"2011"	2947
	"Female"	"F"	"Lynn County, TX"	"48305"	"2015"	"2015"	2804
"Total"	"Female"	"F"	"Lynn County, TX"	"48305"			5751
	"Female"	"F"	"McCulloch County, TX"	"48307"	"2011"	"2011"	4172
	"Female"	"F"	"McCulloch County, TX"	"48307"	"2015"	"2015"	4109
"Total"	"Female"	"F"	"McCulloch County, TX"	"48307"			8281
	"Female"	"F"	"McLennan County, TX"	"48309"	"2011"	"2011"	122166
	"Female"	"F"	"McLennan County, TX"	"48309"	"2015"	"2015"	125612
"Total"	"Female"	"F"	"McLennan County, TX"	"48309"			247778
	"Female"	"F"	"McMullen County, TX"	"48311"	"2011"	"2011"	328
	"Female"	"F"	"McMullen County, TX"	"48311"	"2015"	"2015"	384
"Total"	"Female"	"F"	"McMullen County, TX"	"48311"			712
	"Female"	"F"	"Madison County, TX"	"48313"	"2011"	"2011"	5833
	"Female"	"F"	"Madison County, TX"	"48313"	"2015"	"2015"	5959
"Total"	"Female"	"F"	"Madison County, TX"	"48313"			11792
	"Female"	"F"	"Marion County, TX"	"48315"	"2011"	"2011"	5342
	"Female"	"F"	"Marion County, TX"	"48315"	"2015"	"2015"	5184
"Total"	"Female"	"F"	"Marion County, TX"	"48315"			10526
	"Female"	"F"	"Martin County, TX"	"48317"	"2011"	"2011"	2427
	"Female"	"F"	"Martin County, TX"	"48317"	"2015"	"2015"	2767
"Total"	"Female"	"F"	"Martin County, TX"	"48317"			5194
	"Female"	"F"	"Mason County, TX"	"48319"	"2011"	"2011"	2031
	"Female"	"F"	"Mason County, TX"	"48319"	"2015"	"2015"	2012
"Total"	"Female"	"F"	"Mason County, TX"	"48319"			4043
	"Female"	"F"	"Matagorda County, TX"	"48321"	"2011"	"2011"	18329
	"Female"	"F"	"Matagorda County, TX"	"48321"	"2015"	"2015"	18341
"Total"	"Female"	"F"	"Matagorda County, TX"	"48321"			36670
	"Female"	"F"	"Maverick County, TX"	"48323"	"2011"	"2011"	28075
	"Female"	"F"	"Maverick County, TX"	"48323"	"2015"	"2015"	29035
"Total"	"Female"	"F"	"Maverick County, TX"	"48323"			57110
	"Female"	"F"	"Medina County, TX"	"48325"	"2011"	"2011"	22537
	"Female"	"F"	"Medina County, TX"	"48325"	"2015"	"2015"	23310
"Total"	"Female"	"F"	"Medina County, TX"	"48325"			45847
	"Female"	"F"	"Menard County, TX"	"48327"	"2011"	"2011"	1100
	"Female"	"F"	"Menard County, TX"	"48327"	"2015"	"2015"	1081
"Total"	"Female"	"F"	"Menard County, TX"	"48327"			2181
	"Female"	"F"	"Midland County, TX"	"48329"	"2011"	"2011"	71149
	"Female"	"F"	"Midland County, TX"	"48329"	"2015"	"2015"	80691
"Total"	"Female"	"F"	"Midland County, TX"	"48329"			151840
	"Female"	"F"	"Milam County, TX"	"48331"	"2011"	"2011"	12466
	"Female"	"F"	"Milam County, TX"	"48331"	"2015"	"2015"	12395
"Total"	"Female"	"F"	"Milam County, TX"	"48331"			24861
	"Female"	"F"	"Mills County, TX"	"48333"	"2011"	"2011"	2476
	"Female"	"F"	"Mills County, TX"	"48333"	"2015"	"2015"	2484
"Total"	"Female"	"F"	"Mills County, TX"	"48333"			4960
	"Female"	"F"	"Mitchell County, TX"	"48335"	"2011"	"2011"	3628
	"Female"	"F"	"Mitchell County, TX"	"48335"	"2015"	"2015"	3543
"Total"	"Female"	"F"	"Mitchell County, TX"	"48335"			7171
	"Female"	"F"	"Montague County, TX"	"48337"	"2011"	"2011"	10044
	"Female"	"F"	"Montague County, TX"	"48337"	"2015"	"2015"	9787
"Total"	"Female"	"F"	"Montague County, TX"	"48337"			19831
	"Female"	"F"	"Montgomery County, TX"	"48339"	"2011"	"2011"	237972
	"Female"	"F"	"Montgomery County, TX"	"48339"	"2015"	"2015"	270255
"Total"	"Female"	"F"	"Montgomery County, TX"	"48339"			508227
	"Female"	"F"	"Moore County, TX"	"48341"	"2011"	"2011"	10697
	"Female"	"F"	"Moore County, TX"	"48341"	"2015"	"2015"	10413
"Total"	"Female"	"F"	"Moore County, TX"	"48341"			21110
	"Female"	"F"	"Morris County, TX"	"48343"	"2011"	"2011"	6622
	"Female"	"F"	"Morris County, TX"	"48343"	"2015"	"2015"	6429
"Total"	"Female"	"F"	"Morris County, TX"	"48343"			13051
	"Female"	"F"	"Motley County, TX"	"48345"	"2011"	"2011"	590
	"Female"	"F"	"Motley County, TX"	"48345"	"2015"	"2015"	557
"Total"	"Female"	"F"	"Motley County, TX"	"48345"			1147
	"Female"	"F"	"Nacogdoches County, TX"	"48347"	"2011"	"2011"	34330
	"Female"	"F"	"Nacogdoches County, TX"	"48347"	"2015"	"2015"	34125
"Total"	"Female"	"F"	"Nacogdoches County, TX"	"48347"			68455
	"Female"	"F"	"Navarro County, TX"	"48349"	"2011"	"2011"	24380
	"Female"	"F"	"Navarro County, TX"	"48349"	"2015"	"2015"	24507
"Total"	"Female"	"F"	"Navarro County, TX"	"48349"			48887
	"Female"	"F"	"Newton County, TX"	"48351"	"2011"	"2011"	7076
	"Female"	"F"	"Newton County, TX"	"48351"	"2015"	"2015"	6846
"Total"	"Female"	"F"	"Newton County, TX"	"48351"			13922
	"Female"	"F"	"Nolan County, TX"	"48353"	"2011"	"2011"	7573
	"Female"	"F"	"Nolan County, TX"	"48353"	"2015"	"2015"	7561
"Total"	"Female"	"F"	"Nolan County, TX"	"48353"			15134
	"Female"	"F"	"Nueces County, TX"	"48355"	"2011"	"2011"	174735
	"Female"	"F"	"Nueces County, TX"	"48355"	"2015"	"2015"	182352
"Total"	"Female"	"F"	"Nueces County, TX"	"48355"			357087
	"Female"	"F"	"Ochiltree County, TX"	"48357"	"2011"	"2011"	5102
	"Female"	"F"	"Ochiltree County, TX"	"48357"	"2015"	"2015"	5235
"Total"	"Female"	"F"	"Ochiltree County, TX"	"48357"			10337
	"Female"	"F"	"Oldham County, TX"	"48359"	"2011"	"2011"	1027
	"Female"	"F"	"Oldham County, TX"	"48359"	"2015"	"2015"	980
"Total"	"Female"	"F"	"Oldham County, TX"	"48359"			2007
	"Female"	"F"	"Orange County, TX"	"48361"	"2011"	"2011"	41431
	"Female"	"F"	"Orange County, TX"	"48361"	"2015"	"2015"	42426
"Total"	"Female"	"F"	"Orange County, TX"	"48361"			83857
	"Female"	"F"	"Palo Pinto County, TX"	"48363"	"2011"	"2011"	14283
	"Female"	"F"	"Palo Pinto County, TX"	"48363"	"2015"	"2015"	14184
"Total"	"Female"	"F"	"Palo Pinto County, TX"	"48363"			28467
	"Female"	"F"	"Panola County, TX"	"48365"	"2011"	"2011"	12101
	"Female"	"F"	"Panola County, TX"	"48365"	"2015"	"2015"	11985
"Total"	"Female"	"F"	"Panola County, TX"	"48365"			24086
	"Female"	"F"	"Parker County, TX"	"48367"	"2011"	"2011"	58477
	"Female"	"F"	"Parker County, TX"	"48367"	"2015"	"2015"	63143
"Total"	"Female"	"F"	"Parker County, TX"	"48367"			121620
	"Female"	"F"	"Parmer County, TX"	"48369"	"2011"	"2011"	5000
	"Female"	"F"	"Parmer County, TX"	"48369"	"2015"	"2015"	4741
"Total"	"Female"	"F"	"Parmer County, TX"	"48369"			9741
	"Female"	"F"	"Pecos County, TX"	"48371"	"2011"	"2011"	6820
	"Female"	"F"	"Pecos County, TX"	"48371"	"2015"	"2015"	6957
"Total"	"Female"	"F"	"Pecos County, TX"	"48371"			13777
	"Female"	"F"	"Polk County, TX"	"48373"	"2011"	"2011"	21221
	"Female"	"F"	"Polk County, TX"	"48373"	"2015"	"2015"	21578
"Total"	"Female"	"F"	"Polk County, TX"	"48373"			42799
	"Female"	"F"	"Potter County, TX"	"48375"	"2011"	"2011"	59641
	"Female"	"F"	"Potter County, TX"	"48375"	"2015"	"2015"	58655
"Total"	"Female"	"F"	"Potter County, TX"	"48375"			118296
	"Female"	"F"	"Presidio County, TX"	"48377"	"2011"	"2011"	3937
	"Female"	"F"	"Presidio County, TX"	"48377"	"2015"	"2015"	3509
"Total"	"Female"	"F"	"Presidio County, TX"	"48377"			7446
	"Female"	"F"	"Rains County, TX"	"48379"	"2011"	"2011"	5492
	"Female"	"F"	"Rains County, TX"	"48379"	"2015"	"2015"	5528
"Total"	"Female"	"F"	"Rains County, TX"	"48379"			11020
	"Female"	"F"	"Randall County, TX"	"48381"	"2011"	"2011"	63092
	"Female"	"F"	"Randall County, TX"	"48381"	"2015"	"2015"	66396
"Total"	"Female"	"F"	"Randall County, TX"	"48381"			129488
	"Female"	"F"	"Reagan County, TX"	"48383"	"2011"	"2011"	1642
	"Female"	"F"	"Reagan County, TX"	"48383"	"2015"	"2015"	1810
"Total"	"Female"	"F"	"Reagan County, TX"	"48383"			3452
	"Female"	"F"	"Real County, TX"	"48385"	"2011"	"2011"	1731
	"Female"	"F"	"Real County, TX"	"48385"	"2015"	"2015"	1649
"Total"	"Female"	"F"	"Real County, TX"	"48385"			3380
